srclang,trglang,srcIndex,segmentId,judgeID,system1Id,system1rank,system2Id,system2rank,rankingID
deu,eng,581,581,judge1,newstest2015.online-E.0.de-en.txt,3,newstest2015.dfki-experimental.4060.de-en.txt,4,1
deu,eng,581,581,judge1,newstest2015.online-E.0.de-en.txt,3,newstest2015.KIT.4017.de-en.txt,2,1
deu,eng,581,581,judge1,newstest2015.online-E.0.de-en.txt,3,newstest2015.Illinois.4085.de-en.txt,5,1
deu,eng,581,581,judge1,newstest2015.online-E.0.de-en.txt,3,newstest2015.online-B.0.de-en.txt,1,1
deu,eng,581,581,judge1,newstest2015.dfki-experimental.4060.de-en.txt,4,newstest2015.KIT.4017.de-en.txt,2,1
deu,eng,581,581,judge1,newstest2015.dfki-experimental.4060.de-en.txt,4,newstest2015.Illinois.4085.de-en.txt,5,1
deu,eng,581,581,judge1,newstest2015.dfki-experimental.4060.de-en.txt,4,newstest2015.online-B.0.de-en.txt,1,1
deu,eng,581,581,judge1,newstest2015.KIT.4017.de-en.txt,2,newstest2015.Illinois.4085.de-en.txt,5,1
deu,eng,581,581,judge1,newstest2015.KIT.4017.de-en.txt,2,newstest2015.online-B.0.de-en.txt,1,1
deu,eng,581,581,judge1,newstest2015.Illinois.4085.de-en.txt,5,newstest2015.online-B.0.de-en.txt,1,1
deu,eng,1286,1286,judge1,newstest2015.uedin-jhu-phrase.4102.de-en.txt,1,newstest2015.online-F.0.de-en.txt,4,2
deu,eng,1286,1286,judge1,newstest2015.uedin-jhu-phrase.4102.de-en.txt,1,newstest2015.online-E.0.de-en.txt,2,2
deu,eng,1286,1286,judge1,newstest2015.uedin-jhu-phrase.4102.de-en.txt,1,newstest2015.online-A.0.de-en.txt,1,2
deu,eng,1286,1286,judge1,newstest2015.uedin-jhu-phrase.4102.de-en.txt,1,newstest2015.Illinois.4085.de-en.txt+newstest2015.uedin-syntax.4027.de-en.txt,3,2
deu,eng,1286,1286,judge1,newstest2015.online-F.0.de-en.txt,4,newstest2015.online-E.0.de-en.txt,2,2
deu,eng,1286,1286,judge1,newstest2015.online-F.0.de-en.txt,4,newstest2015.online-A.0.de-en.txt,1,2
deu,eng,1286,1286,judge1,newstest2015.online-F.0.de-en.txt,4,newstest2015.Illinois.4085.de-en.txt+newstest2015.uedin-syntax.4027.de-en.txt,3,2
deu,eng,1286,1286,judge1,newstest2015.online-E.0.de-en.txt,2,newstest2015.online-A.0.de-en.txt,1,2
deu,eng,1286,1286,judge1,newstest2015.online-E.0.de-en.txt,2,newstest2015.Illinois.4085.de-en.txt+newstest2015.uedin-syntax.4027.de-en.txt,3,2
deu,eng,1286,1286,judge1,newstest2015.online-A.0.de-en.txt,1,newstest2015.Illinois.4085.de-en.txt+newstest2015.uedin-syntax.4027.de-en.txt,3,2
deu,eng,1925,1925,judge1,newstest2015.uedin-syntax.4027.de-en.txt,1,newstest2015.online-F.0.de-en.txt,2,3
deu,eng,1925,1925,judge1,newstest2015.uedin-syntax.4027.de-en.txt,1,newstest2015.online-A.0.de-en.txt,2,3
deu,eng,1925,1925,judge1,newstest2015.uedin-syntax.4027.de-en.txt,1,newstest2015.Neural-MT.4097.de-en.txt,5,3
deu,eng,1925,1925,judge1,newstest2015.uedin-syntax.4027.de-en.txt,1,newstest2015.online-E.0.de-en.txt,1,3
deu,eng,1925,1925,judge1,newstest2015.online-F.0.de-en.txt,2,newstest2015.online-A.0.de-en.txt,2,3
deu,eng,1925,1925,judge1,newstest2015.online-F.0.de-en.txt,2,newstest2015.Neural-MT.4097.de-en.txt,5,3
deu,eng,1925,1925,judge1,newstest2015.online-F.0.de-en.txt,2,newstest2015.online-E.0.de-en.txt,1,3
