srclang,trglang,srcIndex,segmentId,judgeID,system1Id,system1rank,system2Id,system2rank,rankingID
eng,deu,1178,1178,judge7,newstest2015.online-E.0.en-de.txt+newstest2015.online-F.0.en-de.txt,4,newstest2015.ExEx.4124.en-de.txt,2,55
eng,deu,1178,1178,judge7,newstest2015.online-E.0.en-de.txt+newstest2015.online-F.0.en-de.txt,4,newstest2015.LIMSI-KIT-Joint.4020.en-de.txt,1,55
eng,deu,1178,1178,judge7,newstest2015.online-E.0.en-de.txt+newstest2015.online-F.0.en-de.txt,4,newstest2015.PROMT-Rule-based.3990.en-de.txt,4,55
eng,deu,1178,1178,judge7,newstest2015.online-E.0.en-de.txt+newstest2015.online-F.0.en-de.txt,4,newstest2015.Illinois.4084.en-de.txt,4,55
eng,deu,1178,1178,judge7,newstest2015.ExEx.4124.en-de.txt,2,newstest2015.LIMSI-KIT-Joint.4020.en-de.txt,1,55
eng,deu,1178,1178,judge7,newstest2015.ExEx.4124.en-de.txt,2,newstest2015.PROMT-Rule-based.3990.en-de.txt,4,55
eng,deu,1178,1178,judge7,newstest2015.ExEx.4124.en-de.txt,2,newstest2015.Illinois.4084.en-de.txt,4,55
eng,deu,1178,1178,judge7,newstest2015.LIMSI-KIT-Joint.4020.en-de.txt,1,newstest2015.PROMT-Rule-based.3990.en-de.txt,4,55
eng,deu,1178,1178,judge7,newstest2015.LIMSI-KIT-Joint.4020.en-de.txt,1,newstest2015.Illinois.4084.en-de.txt,4,55
eng,deu,1178,1178,judge7,newstest2015.PROMT-Rule-based.3990.en-de.txt,4,newstest2015.Illinois.4084.en-de.txt,4,55
eng,deu,1855,1855,judge7,newstest2015.CIMS.4117.en-de.txt+newstest2015.Illinois.4084.en-de.txt,4,newstest2015.uedin-jhu-phrase.4072.en-de.txt+newstest2015.uedin-syntax.3866.en-de.txt,2,56
eng,deu,1855,1855,judge7,newstest2015.CIMS.4117.en-de.txt+newstest2015.Illinois.4084.en-de.txt,4,newstest2015.ExEx.4124.en-de.txt,3,56
eng,deu,1855,1855,judge7,newstest2015.CIMS.4117.en-de.txt+newstest2015.Illinois.4084.en-de.txt,4,newstest2015.dfki-experimental.4061.en-de.txt,4,56
eng,deu,1855,1855,judge7,newstest2015.CIMS.4117.en-de.txt+newstest2015.Illinois.4084.en-de.txt,4,newstest2015.udsSant.4051.en-de.txt,4,56
eng,deu,1855,1855,judge7,newstest2015.uedin-jhu-phrase.4072.en-de.txt+newstest2015.uedin-syntax.3866.en-de.txt,2,newstest2015.ExEx.4124.en-de.txt,3,56
eng,deu,1855,1855,judge7,newstest2015.uedin-jhu-phrase.4072.en-de.txt+newstest2015.uedin-syntax.3866.en-de.txt,2,newstest2015.dfki-experimental.4061.en-de.txt,4,56
eng,deu,1855,1855,judge7,newstest2015.uedin-jhu-phrase.4072.en-de.txt+newstest2015.uedin-syntax.3866.en-de.txt,2,newstest2015.udsSant.4051.en-de.txt,4,56
eng,deu,1855,1855,judge7,newstest2015.ExEx.4124.en-de.txt,3,newstest2015.dfki-experimental.4061.en-de.txt,4,56
eng,deu,1855,1855,judge7,newstest2015.ExEx.4124.en-de.txt,3,newstest2015.udsSant.4051.en-de.txt,4,56
eng,deu,1855,1855,judge7,newstest2015.dfki-experimental.4061.en-de.txt,4,newstest2015.udsSant.4051.en-de.txt,4,56
eng,deu,1267,1267,judge7,newstest2015.Neural-MT.4079.en-de.txt,4,newstest2015.KIT.4019.en-de.txt,4,57
eng,deu,1267,1267,judge7,newstest2015.Neural-MT.4079.en-de.txt,4,newstest2015.uedin-jhu-phrase.4072.en-de.txt,2,57
eng,deu,1267,1267,judge7,newstest2015.Neural-MT.4079.en-de.txt,4,newstest2015.online-B.0.en-de.txt,3,57
eng,deu,1267,1267,judge7,newstest2015.Neural-MT.4079.en-de.txt,4,newstest2015.online-C.4165.en-de.txt,3,57
eng,deu,1267,1267,judge7,newstest2015.KIT.4019.en-de.txt,4,newstest2015.uedin-jhu-phrase.4072.en-de.txt,2,57
eng,deu,1267,1267,judge7,newstest2015.KIT.4019.en-de.txt,4,newstest2015.online-B.0.en-de.txt,3,57
eng,deu,1267,1267,judge7,newstest2015.KIT.4019.en-de.txt,4,newstest2015.online-C.4165.en-de.txt,3,57
eng,deu,1267,1267,judge7,newstest2015.uedin-jhu-phrase.4072.en-de.txt,2,newstest2015.online-B.0.en-de.txt,3,57
eng,deu,1267,1267,judge7,newstest2015.uedin-jhu-phrase.4072.en-de.txt,2,newstest2015.online-C.4165.en-de.txt,3,57
eng,deu,1267,1267,judge7,newstest2015.online-B.0.en-de.txt,3,newstest2015.online-C.4165.en-de.txt,3,57
eng,deu,541,541,judge8,newstest2015.CIMS.4117.en-de.txt,3,newstest2015.KIT.4019.en-de.txt,5,58
eng,deu,541,541,judge8,newstest2015.CIMS.4117.en-de.txt,3,newstest2015.PROMT-Rule-based.3990.en-de.txt,1,58
eng,deu,541,541,judge8,newstest2015.CIMS.4117.en-de.txt,3,newstest2015.online-B.0.en-de.txt,3,58
eng,deu,541,541,judge8,newstest2015.CIMS.4117.en-de.txt,3,newstest2015.LIMSI-KIT-Joint.4020.en-de.txt,3,58
eng,deu,541,541,judge8,newstest2015.KIT.4019.en-de.txt,5,newstest2015.PROMT-Rule-based.3990.en-de.txt,1,58
eng,deu,541,541,judge8,newstest2015.KIT.4019.en-de.txt,5,newstest2015.online-B.0.en-de.txt,3,58
eng,deu,541,541,judge8,newstest2015.KIT.4019.en-de.txt,5,newstest2015.LIMSI-KIT-Joint.4020.en-de.txt,3,58
eng,deu,541,541,judge8,newstest2015.PROMT-Rule-based.3990.en-de.txt,1,newstest2015.online-B.0.en-de.txt,3,58
eng,deu,541,541,judge8,newstest2015.PROMT-Rule-based.3990.en-de.txt,1,newstest2015.LIMSI-KIT-Joint.4020.en-de.txt,3,58
eng,deu,541,541,judge8,newstest2015.online-B.0.en-de.txt,3,newstest2015.LIMSI-KIT-Joint.4020.en-de.txt,3,58
eng,deu,1013,1013,judge8,newstest2015.LIMSI-KIT-Joint.4020.en-de.txt,3,newstest2015.Neural-MT.4079.en-de.txt,2,59
eng,deu,1013,1013,judge8,newstest2015.LIMSI-KIT-Joint.4020.en-de.txt,3,newstest2015.uedin-syntax.3866.en-de.txt,1,59
eng,deu,1013,1013,judge8,newstest2015.LIMSI-KIT-Joint.4020.en-de.txt,3,newstest2015.KIT.4019.en-de.txt+newstest2015.uedin-jhu-phrase.4072.en-de.txt,3,59
eng,deu,1013,1013,judge8,newstest2015.LIMSI-KIT-Joint.4020.en-de.txt,3,newstest2015.dfki-experimental.4061.en-de.txt,3,59
eng,deu,1013,1013,judge8,newstest2015.Neural-MT.4079.en-de.txt,2,newstest2015.uedin-syntax.3866.en-de.txt,1,59
eng,deu,1013,1013,judge8,newstest2015.Neural-MT.4079.en-de.txt,2,newstest2015.KIT.4019.en-de.txt+newstest2015.uedin-jhu-phrase.4072.en-de.txt,3,59
eng,deu,1013,1013,judge8,newstest2015.Neural-MT.4079.en-de.txt,2,newstest2015.dfki-experimental.4061.en-de.txt,3,59
eng,deu,1013,1013,judge8,newstest2015.uedin-syntax.3866.en-de.txt,1,newstest2015.KIT.4019.en-de.txt+newstest2015.uedin-jhu-phrase.4072.en-de.txt,3,59
eng,deu,1013,1013,judge8,newstest2015.uedin-syntax.3866.en-de.txt,1,newstest2015.dfki-experimental.4061.en-de.txt,3,59
eng,deu,1013,1013,judge8,newstest2015.KIT.4019.en-de.txt+newstest2015.uedin-jhu-phrase.4072.en-de.txt,3,newstest2015.dfki-experimental.4061.en-de.txt,3,59
eng,deu,2030,2030,judge8,newstest2015.dfki-experimental.4061.en-de.txt+newstest2015.online-C.4165.en-de.txt,1,newstest2015.udsSant.4051.en-de.txt,3,60
