srclang,trglang,srcIndex,segmentId,judgeID,system1Id,system1rank,system2Id,system2rank,rankingID
fin,eng,1247,1247,judge29,newstest2015.LIMSI.4021.fi-en.txt,5,newstest2015.abumatran-hfstmorph.4007.fi-en.txt,3,331
fin,eng,1247,1247,judge29,newstest2015.LIMSI.4021.fi-en.txt,5,newstest2015.abumatran-combo.4010.fi-en.txt,4,331
fin,eng,1247,1247,judge29,newstest2015.LIMSI.4021.fi-en.txt,5,newstest2015.abumatran.3931.fi-en.txt,4,331
fin,eng,1247,1247,judge29,newstest2015.LIMSI.4021.fi-en.txt,5,newstest2015.uedin-jhu-phrase.4106.fi-en.txt,4,331
fin,eng,1247,1247,judge29,newstest2015.LIMSI.4021.fi-en.txt,5,newstest2015.online-B.0.fi-en.txt,1,331
fin,eng,1247,1247,judge29,newstest2015.abumatran-hfstmorph.4007.fi-en.txt,3,newstest2015.abumatran-combo.4010.fi-en.txt,4,331
fin,eng,1247,1247,judge29,newstest2015.abumatran-hfstmorph.4007.fi-en.txt,3,newstest2015.abumatran.3931.fi-en.txt,4,331
fin,eng,1247,1247,judge29,newstest2015.abumatran-hfstmorph.4007.fi-en.txt,3,newstest2015.uedin-jhu-phrase.4106.fi-en.txt,4,331
fin,eng,1247,1247,judge29,newstest2015.abumatran-hfstmorph.4007.fi-en.txt,3,newstest2015.online-B.0.fi-en.txt,1,331
fin,eng,1247,1247,judge29,newstest2015.abumatran-combo.4010.fi-en.txt,4,newstest2015.abumatran.3931.fi-en.txt,4,331
fin,eng,1247,1247,judge29,newstest2015.abumatran-combo.4010.fi-en.txt,4,newstest2015.uedin-jhu-phrase.4106.fi-en.txt,4,331
fin,eng,1247,1247,judge29,newstest2015.abumatran-combo.4010.fi-en.txt,4,newstest2015.online-B.0.fi-en.txt,1,331
fin,eng,1247,1247,judge29,newstest2015.abumatran.3931.fi-en.txt,4,newstest2015.uedin-jhu-phrase.4106.fi-en.txt,4,331
fin,eng,1247,1247,judge29,newstest2015.abumatran.3931.fi-en.txt,4,newstest2015.online-B.0.fi-en.txt,1,331
fin,eng,1247,1247,judge29,newstest2015.uedin-jhu-phrase.4106.fi-en.txt,4,newstest2015.online-B.0.fi-en.txt,1,331
fin,eng,886,886,judge29,newstest2015.abumatran-combo.4010.fi-en.txt,1,newstest2015.LIMSI.4021.fi-en.txt,3,332
fin,eng,886,886,judge29,newstest2015.abumatran-combo.4010.fi-en.txt,1,newstest2015.Neural-MT.4062.fi-en.txt,3,332
fin,eng,886,886,judge29,newstest2015.abumatran-combo.4010.fi-en.txt,1,newstest2015.abumatran-hfstmorph.4007.fi-en.txt,2,332
fin,eng,886,886,judge29,newstest2015.abumatran-combo.4010.fi-en.txt,1,newstest2015.abumatran.3931.fi-en.txt,3,332
fin,eng,886,886,judge29,newstest2015.LIMSI.4021.fi-en.txt,3,newstest2015.Neural-MT.4062.fi-en.txt,3,332
fin,eng,886,886,judge29,newstest2015.LIMSI.4021.fi-en.txt,3,newstest2015.abumatran-hfstmorph.4007.fi-en.txt,2,332
fin,eng,886,886,judge29,newstest2015.LIMSI.4021.fi-en.txt,3,newstest2015.abumatran.3931.fi-en.txt,3,332
fin,eng,886,886,judge29,newstest2015.Neural-MT.4062.fi-en.txt,3,newstest2015.abumatran-hfstmorph.4007.fi-en.txt,2,332
fin,eng,886,886,judge29,newstest2015.Neural-MT.4062.fi-en.txt,3,newstest2015.abumatran.3931.fi-en.txt,3,332
fin,eng,886,886,judge29,newstest2015.abumatran-hfstmorph.4007.fi-en.txt,2,newstest2015.abumatran.3931.fi-en.txt,3,332
fin,eng,214,214,judge29,newstest2015.Illinois.3955.fi-en.txt,3,newstest2015.PROMT-SMT.3989.fi-en.txt,4,333
fin,eng,214,214,judge29,newstest2015.Illinois.3955.fi-en.txt,3,newstest2015.abumatran.3931.fi-en.txt,4,333
fin,eng,214,214,judge29,newstest2015.Illinois.3955.fi-en.txt,3,newstest2015.LIMSI.4021.fi-en.txt,2,333
fin,eng,214,214,judge29,newstest2015.Illinois.3955.fi-en.txt,3,newstest2015.abumatran-hfstmorph.4007.fi-en.txt,5,333
fin,eng,214,214,judge29,newstest2015.PROMT-SMT.3989.fi-en.txt,4,newstest2015.abumatran.3931.fi-en.txt,4,333
